Reconstructed monthly NAO index back to Dec 1658.

References:
========

Luterbacher, J., Xoplaki, E., Dietrich, D., Jones, P.D., Davies, T.D.,
Portis, D., Gonzalez-Rouco, J.F., von Storch, H., Gyalistras, D., Casty,
C., and Wanner, H., 2002. Extending North Atlantic Oscillation
Reconstructions Back to 1500. Atmos. Sci. Lett., 2, 114-124 
(doi:10.1006/asle.2001.0044).

Luterbacher, J., C. Schmutz, D. Gyalistras, E. Xoplaki, and H. Wanner, 1999: Reconstruction of monthly NAO and EU indices back to AD 1675,
Geophys. Res. Lett., 26, 2745-2748.


Contact Juerg Luterbacher (juerg@giub.unibe.ch) for further information, other reconstructed atmospheric circulation indices and reprints.


Reconstructed monthly NAO index back to December 1658
========================================================= 

Note, the monthly values from December 1658 to November 1900 are our
reconstructions, the data from December 1900 to July 2001 
are derived from Trenberth and Paolino (1980, updated, data are available through: http://dss.ucar.edu/datasets/ds010.1/data/)

Year	Mon	NAO
1854	Feb	1.01
1854	Mar	0.72
1854	Apr	-0.73
1854	May	0.90
1854	Jun	-0.58
1854	Jul	-1.16
1854	Aug	1.75
1854	Sep	-0.80
1854	Oct	0.78
1854	Nov	-0.83
1854	Dec	2.38
1855	Jan	-1.31
1855	Feb	-2.50
1855	Mar	0.20
1855	Apr	0.44
1855	May	-1.02
1855	Jun	1.32
1855	Jul	1.04
1855	Aug	1.13
1855	Sep	-1.42
1855	Oct	0.56
1855	Nov	-1.65
1855	Dec	-0.32
1856	Jan	-1.03
1856	Feb	-0.59
1856	Mar	-2.85
1856	Apr	-0.09
1856	May	-1.43
1856	Jun	1.90
1856	Jul	0.45
1856	Aug	-3.12
1856	Sep	0.55
1856	Oct	-0.30
1856	Nov	-1.41
1856	Dec	0.85
1857	Jan	-0.46
1857	Feb	1.08
1857	Mar	1.08
1857	Apr	0.32
1857	May	-1.43
1857	Jun	-2.04
1857	Jul	2.38
1857	Aug	-1.33
1857	Sep	-0.15
1857	Oct	0.17
1857	Nov	-2.85
1857	Dec	1.45
1858	Jan	1.00
1858	Feb	-0.70
1858	Mar	-0.16
1858	Apr	-1.77
1858	May	1.73
1858	Jun	0.02
1858	Jul	0.59
1858	Aug	0.35
1858	Sep	2.59
1858	Oct	-0.47
1858	Nov	-2.87
1858	Dec	1.46
1859	Jan	1.80
1859	Feb	1.50
1859	Mar	1.17
1859	Apr	-1.95
1859	May	0.49
1859	Jun	0.24
1859	Jul	-0.96
1859	Aug	2.04
1859	Sep	1.15
1859	Oct	-1.14
1859	Nov	-0.01
1859	Dec	-0.85
1860	Jan	1.47
1860	Feb	0.13
1860	Mar	2.19
1860	Apr	0.44
1860	May	-1.06
1860	Jun	0.87
1860	Jul	-1.41
1860	Aug	1.15
1860	Sep	-0.25
1860	Oct	1.14
1860	Nov	-2.20
1860	Dec	-1.86
1861	Jan	-2.04
1861	Feb	1.00
1861	Mar	3.14
1861	Apr	-3.06
1861	May	-2.66
1861	Jun	-0.99
1861	Jul	3.53
1861	Aug	2.51
1861	Sep	0.44
1861	Oct	-0.03
1861	Nov	-0.32
1861	Dec	-1.35
1862	Jan	0.01
1862	Feb	-1.29
1862	Mar	-2.01
1862	Apr	-0.26
1862	May	0.60
1862	Jun	2.90
1862	Jul	1.45
1862	Aug	-0.36
1862	Sep	-1.19
1862	Oct	2.22
1862	Nov	1.41
1862	Dec	1.63
1863	Jan	1.95
1863	Feb	1.47
1863	Mar	2.61
1863	Apr	1.27
1863	May	-1.20
1863	Jun	1.44
1863	Jul	-1.32
1863	Aug	0.25
1863	Sep	2.92
1863	Oct	1.34
1863	Nov	0.95
1863	Dec	0.98
1864	Jan	1.09
1864	Feb	0.22
1864	Mar	-1.26
1864	Apr	-0.98
1864	May	-2.24
1864	Jun	2.20
1864	Jul	0.03
1864	Aug	-3.98
1864	Sep	0.92
1864	Oct	-3.78
1864	Nov	0.34
1864	Dec	-0.11
1865	Jan	0.12
1865	Feb	-0.45
1865	Mar	0.48
1865	Apr	-1.19
1865	May	0.26
1865	Jun	-1.15
1865	Jul	1.21
1865	Aug	0.98
1865	Sep	0.36
1865	Oct	-1.63
1865	Nov	-0.73
1865	Dec	0.66
1866	Jan	1.66
1866	Feb	0.67
1866	Mar	-0.58
1866	Apr	-1.42
1866	May	-2.25
1866	Jun	0.95
1866	Jul	-0.84
1866	Aug	-0.40
1866	Sep	2.79
1866	Oct	-0.35
1866	Nov	-1.03
1866	Dec	-0.22
1867	Jan	-3.33
1867	Feb	1.58
1867	Mar	-2.88
1867	Apr	2.52
1867	May	-3.52
1867	Jun	-0.86
1867	Jul	-1.18
1867	Aug	2.39
1867	Sep	1.03
1867	Oct	1.65
1867	Nov	-4.06
1867	Dec	-1.34
1868	Jan	1.06
1868	Feb	2.33
1868	Mar	3.55
1868	Apr	1.25
1868	May	2.02
1868	Jun	2.42
1868	Jul	-0.17
1868	Aug	2.30
1868	Sep	-2.95
1868	Oct	2.32
1868	Nov	-1.02
1868	Dec	0.88
1869	Jan	1.00
1869	Feb	2.38
1869	Mar	-0.05
1869	Apr	0.72
1869	May	-2.68
1869	Jun	-1.43
1869	Jul	0.09
1869	Aug	-1.47
1869	Sep	1.11
1869	Oct	-1.05
1869	Nov	1.01
1869	Dec	-0.23
1870	Jan	0.01
1870	Feb	-2.08
1870	Mar	-2.29
1870	Apr	0.50
1870	May	1.41
1870	Jun	0.29
1870	Jul	0.30
1870	Aug	-4.78
1870	Sep	0.34
1870	Oct	0.89
1870	Nov	-0.90
1870	Dec	-2.76
1871	Jan	1.23
1871	Feb	0.12
1871	Mar	1.02
1871	Apr	-1.54
1871	May	-2.96
1871	Jun	-2.32
1871	Jul	1.13
1871	Aug	0.05
1871	Sep	-2.33
1871	Oct	0.33
1871	Nov	-2.29
1871	Dec	0.30
1872	Jan	2.24
1872	Feb	0.09
1872	Mar	-0.35
1872	Apr	-0.27
1872	May	-0.04
1872	Jun	0.49
1872	Jul	-1.22
1872	Aug	-2.96
1872	Sep	-0.46
1872	Oct	2.29
1872	Nov	0.50
1872	Dec	0.11
1873	Jan	1.45
1873	Feb	0.04
1873	Mar	0.61
1873	Apr	-1.75
1873	May	-0.81
1873	Jun	1.20
1873	Jul	0.44
1873	Aug	3.60
1873	Sep	2.42
1873	Oct	1.24
1873	Nov	-1.17
1873	Dec	-0.01
1874	Jan	1.62
1874	Feb	1.38
1874	Mar	1.15
1874	Apr	2.51
1874	May	-2.63
1874	Jun	0.16
1874	Jul	0.89
1874	Aug	1.00
1874	Sep	1.83
1874	Oct	2.53
1874	Nov	-0.07
1874	Dec	-0.90
1875	Jan	0.05
1875	Feb	-1.04
1875	Mar	-1.28
1875	Apr	-1.53
1875	May	1.88
1875	Jun	3.47
1875	Jul	-1.16
1875	Aug	-1.82
1875	Sep	-0.90
1875	Oct	-0.02
1875	Nov	-3.18
1875	Dec	-1.16
1876	Jan	-0.09
1876	Feb	-0.02
1876	Mar	2.09
1876	Apr	0.76
1876	May	-0.76
1876	Jun	3.00
1876	Jul	1.26
1876	Aug	0.26
1876	Sep	-1.65
1876	Oct	-1.96
1876	Nov	-3.68
1876	Dec	-1.12
1877	Jan	0.78
1877	Feb	0.87
1877	Mar	-0.07
1877	Apr	-2.57
1877	May	-2.62
1877	Jun	0.28
1877	Jul	1.47
1877	Aug	-5.87
1877	Sep	-3.70
1877	Oct	0.78
1877	Nov	3.39
1877	Dec	1.41
1878	Jan	0.81
1878	Feb	0.44
1878	Mar	0.26
1878	Apr	-1.44
1878	May	0.01
1878	Jun	-1.06
1878	Jul	-0.18
1878	Aug	-3.74
1878	Sep	1.20
1878	Oct	0.08
1878	Nov	-2.83
1878	Dec	-3.21
1879	Jan	-1.63
1879	Feb	0.68
1879	Mar	0.63
1879	Apr	-0.04
1879	May	0.23
1879	Jun	0.15
1879	Jul	-0.24
1879	Aug	0.11
1879	Sep	3.47
1879	Oct	-1.16
1879	Nov	-5.05
1879	Dec	-1.15
1880	Jan	-1.40
1880	Feb	1.29
1880	Mar	-0.73
1880	Apr	1.28
1880	May	-1.26
1880	Jun	-0.32
1880	Jul	-2.27
1880	Aug	-1.68
1880	Sep	-0.31
1880	Oct	-5.12
1880	Nov	0.65
1880	Dec	-0.80
1881	Jan	-4.27
1881	Feb	-1.19
1881	Mar	-2.16
1881	Apr	-2.56
1881	May	0.47
1881	Jun	1.27
1881	Jul	1.42
1881	Aug	-0.37
1881	Sep	-2.01
1881	Oct	-1.52
1881	Nov	1.75
1881	Dec	1.87
1882	Jan	1.03
1882	Feb	1.33
1882	Mar	3.16
1882	Apr	-0.25
1882	May	-1.96
1882	Jun	0.63
1882	Jul	1.88
1882	Aug	1.41
1882	Sep	1.80
1882	Oct	0.38
1882	Nov	1.80
1882	Dec	-0.75
1883	Jan	1.27
1883	Feb	2.08
1883	Mar	-3.13
1883	Apr	-0.49
1883	May	-0.28
1883	Jun	-1.67
1883	Jul	-1.25
1883	Aug	1.87
1883	Sep	-0.09
1883	Oct	1.24
1883	Nov	1.89
1883	Dec	-0.18
1884	Jan	1.55
1884	Feb	-0.15
1884	Mar	0.13
1884	Apr	-2.37
1884	May	1.04
1884	Jun	-0.05
1884	Jul	-2.58
1884	Aug	-0.01
1884	Sep	1.98
1884	Oct	0.63
1884	Nov	-1.95
1884	Dec	0.90
1885	Jan	-0.56
1885	Feb	-0.03
1885	Mar	0.28
1885	Apr	2.01
1885	May	0.12
1885	Jun	0.82
1885	Jul	-0.29
1885	Aug	-5.90
1885	Sep	1.63
1885	Oct	-0.01
1885	Nov	-0.80
1885	Dec	-1.17
1886	Jan	0.93
1886	Feb	-0.36
1886	Mar	-0.57
1886	Apr	-0.90
1886	May	-1.78
1886	Jun	0.97
1886	Jul	1.34
1886	Aug	3.26
1886	Sep	-0.04
1886	Oct	0.55
1886	Nov	1.36
1886	Dec	-0.35
1887	Jan	1.16
1887	Feb	0.85
1887	Mar	-2.89
1887	Apr	-2.15
1887	May	-0.55
1887	Jun	-2.12
1887	Jul	1.01
1887	Aug	-1.98
1887	Sep	0.24
1887	Oct	-2.02
1887	Nov	-0.09
1887	Dec	-1.73
1888	Jan	-0.44
1888	Feb	-1.64
1888	Mar	-1.02
1888	Apr	-1.39
1888	May	0.34
1888	Jun	-2.44
1888	Jul	-0.69
1888	Aug	-0.05
1888	Sep	-2.72
1888	Oct	-1.72
1888	Nov	1.52
1888	Dec	0.73
1889	Jan	1.06
1889	Feb	0.92
1889	Mar	-0.25
1889	Apr	1.20
1889	May	0.34
1889	Jun	1.21
1889	Jul	-1.99
1889	Aug	2.35
1889	Sep	-1.36
1889	Oct	1.23
1889	Nov	0.68
1889	Dec	1.45
1890	Jan	2.44
1890	Feb	-1.23
1890	Mar	1.85
1890	Apr	1.24
1890	May	-0.67
1890	Jun	2.16
1890	Jul	2.01
1890	Aug	2.26
1890	Sep	1.12
1890	Oct	-0.17
1890	Nov	1.96
1890	Dec	-2.21
1891	Jan	0.31
1891	Feb	0.28
1891	Mar	-0.74
1891	Apr	-1.61
1891	May	0.76
1891	Jun	-4.08
1891	Jul	-1.04
1891	Aug	1.36
1891	Sep	2.26
1891	Oct	1.41
1891	Nov	-0.51
1891	Dec	1.44
1892	Jan	-0.31
1892	Feb	-1.27
1892	Mar	-1.27
1892	Apr	-0.54
1892	May	-0.56
1892	Jun	-0.55
1892	Jul	-0.18
1892	Aug	1.03
1892	Sep	2.21
1892	Oct	-1.22
1892	Nov	1.32
1892	Dec	-1.30
1893	Jan	-1.59
1893	Feb	1.03
1893	Mar	-1.01
1893	Apr	-1.70
1893	May	-0.76
1893	Jun	-2.61
1893	Jul	-0.37
1893	Aug	-2.77
1893	Sep	1.06
1893	Oct	0.61
1893	Nov	-2.11
1893	Dec	1.65
1894	Jan	1.38
1894	Feb	1.98
1894	Mar	1.28
1894	Apr	2.36
1894	May	-0.68
1894	Jun	1.03
1894	Jul	0.50
1894	Aug	0.04
1894	Sep	-3.81
1894	Oct	-3.37
1894	Nov	1.49
1894	Dec	0.92
1895	Jan	-2.05
1895	Feb	-4.48
1895	Mar	0.82
1895	Apr	-0.17
1895	May	0.33
1895	Jun	-0.76
1895	Jul	-0.01
1895	Aug	-0.11
1895	Sep	-1.00
1895	Oct	-2.07
1895	Nov	-0.70
1895	Dec	-0.35
1896	Jan	-1.02
1896	Feb	0.39
1896	Mar	2.34
1896	Apr	1.25
1896	May	-0.34
1896	Jun	-0.80
1896	Jul	0.89
1896	Aug	-0.62
1896	Sep	0.67
1896	Oct	-1.05
1896	Nov	-1.25
1896	Dec	1.49
1897	Jan	-1.81
1897	Feb	1.41
1897	Mar	1.94
1897	Apr	1.53
1897	May	0.25
1897	Jun	-2.53
1897	Jul	-1.18
1897	Aug	2.36
1897	Sep	0.90
1897	Oct	-1.67
1897	Nov	-1.74
1897	Dec	0.56
1898	Jan	1.00
1898	Feb	0.81
1898	Mar	-0.60
1898	Apr	1.59
1898	May	0.32
1898	Jun	-1.04
1898	Jul	-1.92
1898	Aug	0.23
1898	Sep	-0.96
1898	Oct	-0.69
1898	Nov	0.32
1898	Dec	1.11
1899	Jan	-0.78
1899	Feb	-1.63
1899	Mar	-2.30
1899	Apr	0.91
1899	May	-1.65
1899	Jun	-0.14
1899	Jul	0.63
1899	Aug	-4.09
1899	Sep	1.26
1899	Oct	-1.39
1899	Nov	0.65
1899	Dec	-1.55
1900	Jan	0.79
1900	Feb	-2.55
1900	Mar	-2.10
1900	Apr	0.90
1900	May	0.72
1900	Jun	0.73
1900	Jul	-1.41
1900	Aug	-0.22
1900	Sep	0.19
1900	Oct	0.02
1900	Nov	1.76
1900	Dec	1.21
1901	Jan	-0.17
1901	Feb	-3.08
1901	Mar	-0.74
1901	Apr	1.60
1901	May	-2.18
1901	Jun	0.75
1901	Jul	0.00
1901	Aug	-0.01
1901	Sep	1.02
1901	Oct	2.04
1901	Nov	-2.96
1901	Dec	0.17
1902	Jan	-0.29
1902	Feb	-2.46
1902	Mar	1.02
1902	Apr	-1.66
1902	May	0.30
1902	Jun	-3.50
1902	Jul	-2.87
1902	Aug	-2.23
1902	Sep	-2.78
1902	Oct	0.11
1902	Nov	-0.21
1902	Dec	0.03
1903	Jan	0.07
1903	Feb	1.20
1903	Mar	3.92
1903	Apr	-0.17
1903	May	0.70
1903	Jun	-4.33
1903	Jul	-0.30
1903	Aug	1.24
1903	Sep	-0.23
1903	Oct	-0.03
1903	Nov	0.50
1903	Dec	0.84
1904	Jan	1.68
1904	Feb	1.14
1904	Mar	0.54
1904	Apr	4.22
1904	May	0.56
1904	Jun	-0.86
1904	Jul	-1.52
1904	Aug	-1.82
1904	Sep	0.72
1904	Oct	-0.40
1904	Nov	-0.95
1904	Dec	-1.13
1905	Jan	0.08
1905	Feb	1.02
1905	Mar	2.11
1905	Apr	-1.47
1905	May	0.78
1905	Jun	-0.69
1905	Jul	-0.03
1905	Aug	0.38
1905	Sep	0.86
1905	Oct	-2.12
1905	Nov	1.05
1905	Dec	-0.54
1906	Jan	1.55
1906	Feb	1.72
1906	Mar	-0.94
1906	Apr	1.17
1906	May	-2.30
1906	Jun	-2.90
1906	Jul	1.99
1906	Aug	-2.16
1906	Sep	0.62
1906	Oct	1.27
1906	Nov	-0.57
1906	Dec	1.21
1907	Jan	0.34
1907	Feb	1.61
1907	Mar	2.57
1907	Apr	1.58
1907	May	-1.94
1907	Jun	1.33
1907	Jul	-2.81
1907	Aug	-0.10
1907	Sep	-0.43
1907	Oct	0.69
1907	Nov	1.28
1907	Dec	0.75
1908	Jan	0.58
1908	Feb	1.67
1908	Mar	2.22
1908	Apr	-1.22
1908	May	0.70
1908	Jun	0.15
1908	Jul	-1.22
1908	Aug	-1.65
1908	Sep	-0.18
1908	Oct	-1.83
1908	Nov	-0.04
1908	Dec	1.46
1909	Jan	0.97
1909	Feb	-0.49
1909	Mar	-1.55
1909	Apr	0.42
1909	May	-2.35
1909	Jun	-1.74
1909	Jul	3.74
1909	Aug	1.79
1909	Sep	-2.28
1909	Oct	2.50
1909	Nov	-2.19
1909	Dec	-2.12
1910	Jan	1.85
1910	Feb	3.24
1910	Mar	1.15
1910	Apr	-1.26
1910	May	1.97
1910	Jun	0.12
1910	Jul	-0.57
1910	Aug	-0.85
1910	Sep	-1.90
1910	Oct	-1.38
1910	Nov	-1.76
1910	Dec	-0.24
1911	Jan	0.36
1911	Feb	0.48
1911	Mar	-0.04
1911	Apr	-0.80
1911	May	2.28
1911	Jun	-0.36
1911	Jul	-2.07
1911	Aug	-0.62
1911	Sep	0.13
1911	Oct	-1.01
1911	Nov	0.58
1911	Dec	1.21
1912	Jan	-0.97
1912	Feb	-1.70
1912	Mar	2.66
1912	Apr	0.47
1912	May	0.21
1912	Jun	0.13
1912	Jul	-1.04
1912	Aug	-1.23
1912	Sep	-3.01
1912	Oct	1.21
1912	Nov	0.70
1912	Dec	2.21
1913	Jan	0.93
1913	Feb	-0.11
1913	Mar	3.19
1913	Apr	2.67
1913	May	1.93
1913	Jun	2.16
1913	Jul	-1.11
1913	Aug	0.64
1913	Sep	-0.91
1913	Oct	-1.29
1913	Nov	3.61
1913	Dec	0.02
1914	Jan	-0.68
1914	Feb	2.08
1914	Mar	2.09
1914	Apr	1.30
1914	May	2.41
1914	Jun	2.06
1914	Jul	0.23
1914	Aug	0.68
1914	Sep	-0.26
1914	Oct	-0.73
1914	Nov	0.24
1914	Dec	1.33
1915	Jan	1.10
1915	Feb	1.32
1915	Mar	-3.00
1915	Apr	2.43
1915	May	-2.97
1915	Jun	-2.99
1915	Jul	0.34
1915	Aug	-3.91
1915	Sep	-1.77
1915	Oct	0.92
1915	Nov	-3.25
1915	Dec	-1.87
1916	Jan	1.81
1916	Feb	2.11
1916	Mar	-2.40
1916	Apr	1.29
1916	May	-0.29
1916	Jun	-2.36
1916	Jul	-0.18
1916	Aug	-1.50
1916	Sep	-0.86
1916	Oct	2.33
1916	Nov	0.36
1916	Dec	-2.39
1917	Jan	-2.11
1917	Feb	-1.15
1917	Mar	-0.18
1917	Apr	-2.88
1917	May	-2.67
1917	Jun	1.19
1917	Jul	-2.07
1917	Aug	0.75
1917	Sep	1.79
1917	Oct	2.44
1917	Nov	1.44
1917	Dec	-1.73
1918	Jan	-3.67
1918	Feb	2.32
1918	Mar	0.49
1918	Apr	-0.94
1918	May	-0.07
1918	Jun	0.65
1918	Jul	-2.37
1918	Aug	0.86
1918	Sep	1.34
1918	Oct	1.92
1918	Nov	0.00
1918	Dec	0.99
1919	Jan	0.29
1919	Feb	-1.98
1919	Mar	0.03
1919	Apr	0.98
1919	May	-0.62
1919	Jun	2.63
1919	Jul	-0.34
1919	Aug	0.52
1919	Sep	1.33
1919	Oct	-3.33
1919	Nov	-1.76
1919	Dec	2.84
1920	Jan	2.33
1920	Feb	1.29
1920	Mar	3.42
1920	Apr	-1.25
1920	May	1.92
1920	Jun	-0.11
1920	Jul	3.43
1920	Aug	-2.23
1920	Sep	1.01
1920	Oct	-0.78
1920	Nov	1.34
1920	Dec	-1.63
1921	Jan	1.45
1921	Feb	-0.14
1921	Mar	3.31
1921	Apr	-1.10
1921	May	3.18
1921	Jun	-0.93
1921	Jul	-1.04
1921	Aug	1.44
1921	Sep	0.21
1921	Oct	-1.51
1921	Nov	-0.23
1921	Dec	2.48
1922	Jan	0.62
1922	Feb	2.51
1922	Mar	0.24
1922	Apr	-0.29
1922	May	1.29
1922	Jun	2.79
1922	Jul	2.62
1922	Aug	1.82
1922	Sep	1.47
1922	Oct	-3.86
1922	Nov	-1.04
1922	Dec	1.35
1923	Jan	1.27
1923	Feb	1.33
1923	Mar	-0.36
1923	Apr	0.77
1923	May	-1.23
1923	Jun	0.32
1923	Jul	2.45
1923	Aug	0.72
1923	Sep	2.10
1923	Oct	2.05
1923	Nov	0.71
1923	Dec	0.96
1924	Jan	0.46
1924	Feb	-0.89
1924	Mar	-3.49
1924	Apr	-1.52
1924	May	0.55
1924	Jun	0.34
1924	Jul	1.99
1924	Aug	2.73
1924	Sep	1.55
1924	Oct	0.52
1924	Nov	0.06
1924	Dec	2.10
1925	Jan	0.31
1925	Feb	2.30
1925	Mar	-1.79
1925	Apr	2.04
1925	May	1.94
1925	Jun	-0.24
1925	Jul	1.33
1925	Aug	1.44
1925	Sep	-0.52
1925	Oct	-1.53
1925	Nov	-2.41
1925	Dec	-3.42
1926	Jan	0.56
1926	Feb	0.75
1926	Mar	0.09
1926	Apr	0.93
1926	May	-1.79
1926	Jun	-1.65
1926	Jul	-0.18
1926	Aug	0.89
1926	Sep	-1.95
1926	Oct	-2.55
1926	Nov	2.91
1926	Dec	-1.43
1927	Jan	2.41
1927	Feb	0.20
1927	Mar	2.11
1927	Apr	0.77
1927	May	-2.58
1927	Jun	0.29
1927	Jul	-0.39
1927	Aug	1.37
1927	Sep	0.77
1927	Oct	-3.20
1927	Nov	0.32
1927	Dec	-3.16
1928	Jan	3.17
1928	Feb	1.44
1928	Mar	-0.78
1928	Apr	0.88
1928	May	-3.06
1928	Jun	-2.78
1928	Jul	0.17
1928	Aug	-1.40
1928	Sep	-1.61
1928	Oct	2.16
1928	Nov	1.73
1928	Dec	0.52
1929	Jan	-4.19
1929	Feb	-0.02
1929	Mar	-2.06
1929	Apr	-3.14
1929	May	1.89
1929	Jun	-0.75
1929	Jul	-0.94
1929	Aug	0.50
1929	Sep	0.72
1929	Oct	2.19
1929	Nov	2.44
1929	Dec	2.46
1930	Jan	2.12
1930	Feb	-0.76
1930	Mar	-0.64
1930	Apr	-0.31
1930	May	1.75
1930	Jun	2.47
1930	Jul	-0.82
1930	Aug	-0.13
1930	Sep	-2.99
1930	Oct	1.09
1930	Nov	0.97
1930	Dec	1.98
1931	Jan	0.01
1931	Feb	1.64
1931	Mar	-3.61
1931	Apr	0.93
1931	May	-0.03
1931	Jun	-1.74
1931	Jul	2.09
1931	Aug	-3.39
1931	Sep	-2.29
1931	Oct	-1.60
1931	Nov	1.84
1931	Dec	-0.45
1932	Jan	0.91
1932	Feb	-3.92
1932	Mar	-1.34
1932	Apr	1.19
1932	May	-1.54
1932	Jun	-1.59
1932	Jul	1.42
1932	Aug	0.33
1932	Sep	0.08
1932	Oct	1.75
1932	Nov	0.07
1932	Dec	-0.02
1933	Jan	0.86
1933	Feb	-1.92
1933	Mar	0.90
1933	Apr	-2.11
1933	May	-0.54
1933	Jun	1.53
1933	Jul	1.08
1933	Aug	1.38
1933	Sep	-1.58
1933	Oct	-2.11
1933	Nov	-0.10
1933	Dec	-0.93
1934	Jan	1.54
1934	Feb	0.08
1934	Mar	2.30
1934	Apr	-1.91
1934	May	1.65
1934	Jun	-2.52
1934	Jul	0.15
1934	Aug	2.88
1934	Sep	1.98
1934	Oct	1.02
1934	Nov	-1.47
1934	Dec	-0.47
1935	Jan	-0.61
1935	Feb	2.10
1935	Mar	-0.07
1935	Apr	-2.01
1935	May	-2.60
1935	Jun	0.99
1935	Jul	2.18
1935	Aug	1.77
1935	Sep	0.74
1935	Oct	3.65
1935	Nov	2.10
1935	Dec	-0.82
1936	Jan	-2.16
1936	Feb	-1.93
1936	Mar	-0.83
1936	Apr	-1.38
1936	May	0.14
1936	Jun	-0.09
1936	Jul	0.87
1936	Aug	1.56
1936	Sep	-3.08
1936	Oct	1.42
1936	Nov	1.75
1936	Dec	1.22
1937	Jan	0.94
1937	Feb	0.42
1937	Mar	-1.78
1937	Apr	0.69
1937	May	1.51
1937	Jun	-0.64
1937	Jul	-0.93
1937	Aug	0.37
1937	Sep	1.50
1937	Oct	-0.71
1937	Nov	-3.63
1937	Dec	-1.16
1938	Jan	1.91
1938	Feb	-1.30
1938	Mar	1.65
1938	Apr	-3.34
1938	May	0.87
1938	Jun	1.57
1938	Jul	2.25
1938	Aug	1.50
1938	Sep	1.44
1938	Oct	3.52
1938	Nov	2.17
1938	Dec	0.83
1939	Jan	-1.68
1939	Feb	1.90
1939	Mar	0.23
1939	Apr	-0.60
1939	May	-0.30
1939	Jun	-0.68
1939	Jul	-0.33
1939	Aug	-0.11
1939	Sep	-4.57
1939	Oct	-1.31
1939	Nov	1.72
1939	Dec	-1.63
1940	Jan	-2.48
1940	Feb	-1.52
1940	Mar	-1.27
1940	Apr	-0.50
1940	May	-0.59
1940	Jun	0.80
1940	Jul	0.04
1940	Aug	-0.50
1940	Sep	-0.17
1940	Oct	-0.34
1940	Nov	1.79
1940	Dec	-0.57
1941	Jan	-2.82
1941	Feb	-0.20
1941	Mar	-0.92
1941	Apr	-2.02
1941	May	-0.16
1941	Jun	-0.40
1941	Jul	0.86
1941	Aug	0.70
1941	Sep	-2.51
1941	Oct	-1.50
1941	Nov	-1.02
1941	Dec	0.23
1942	Jan	1.35
1942	Feb	-2.48
1942	Mar	-1.76
1942	Apr	-0.57
1942	May	-0.04
1942	Jun	-2.29
1942	Jul	1.20
1942	Aug	1.36
1942	Sep	1.48
1942	Oct	0.98
1942	Nov	-2.78
1942	Dec	0.44
1943	Jan	0.02
1943	Feb	2.21
1943	Mar	0.53
1943	Apr	2.59
1943	May	0.35
1943	Jun	0.42
1943	Jul	0.14
1943	Aug	-1.69
1943	Sep	2.47
1943	Oct	0.69
1943	Nov	0.77
1943	Dec	0.29
1944	Jan	0.82
1944	Feb	-0.65
1944	Mar	-2.27	
1944	Apr	-0.61	
1944	May	-0.15	
1944	Jun	-0.19	
1944	Jul	-3.51	
1944	Aug	1.23	
1944	Sep	0.63	
1944	Oct	1.42	
1944	Nov	0.07	
1944	Dec	-1.01	
1945	Jan	-2.09	
1945	Feb	1.73	
1945	Mar	-0.38	
1945	Apr	-2.99	
1945	May	-0.03	
1945	Jun	0.42	
1945	Jul	-0.97
1945	Aug	0.61
1945	Sep	-0.41
1945	Oct	-2.73
1945	Nov	-3.43
1945	Dec	-1.58
1946	Jan	1.61
1946	Feb	-0.21
1946	Mar	0.11
1946	Apr	2.37
1946	May	-2.55
1946	Jun	3.10
1946	Jul	1.96
1946	Aug	2.25
1946	Sep	1.61
1946	Oct	-3.47
1946	Nov	-0.56
1946	Dec	1.50
1947	Jan	0.10
1947	Feb	-3.25
1947	Mar	-2.16
1947	Apr	3.55
1947	May	-0.31
1947	Jun	0.15
1947	Jul	0.56
1947	Aug	-1.89
1947	Sep	2.14
1947	Oct	-0.65
1947	Nov	-1.93
1947	Dec	-1.97
1948	Jan	1.41
1948	Feb	-0.66
1948	Mar	1.07
1948	Apr	1.63
1948	May	-0.57
1948	Jun	0.41
1948	Jul	-0.86
1948	Aug	-0.70
1948	Sep	0.56
1948	Oct	1.02
1948	Nov	-2.01
1948	Dec	-0.08
1949	Jan	1.00
1949	Feb	1.44
1949	Mar	-0.44
1949	Apr	2.73
1949	May	0.54
1949	Jun	-1.71
1949	Jul	-1.72
1949	Aug	-1.62
1949	Sep	-1.19
1949	Oct	0.23
1949	Nov	2.16
1949	Dec	0.98
1950	Jan	0.07
1950	Feb	1.94
1950	Mar	-0.08
1950	Apr	2.02
1950	May	-2.43
1950	Jun	0.35
1950	Jul	0.28
1950	Aug	2.17
1950	Sep	3.18
1950	Oct	1.38
1950	Nov	-0.44
1950	Dec	-0.47
1951	Jan	1.47
1951	Feb	1.71
1951	Mar	-1.35
1951	Apr	-1.56
1951	May	-2.29
1951	Jun	-3.02
1951	Jul	-0.65
1951	Aug	3.71
1951	Sep	0.01
1951	Oct	0.51
1951	Nov	0.95
1951	Dec	2.44
1952	Jan	2.13
1952	Feb	-1.49
1952	Mar	-2.00
1952	Apr	2.47
1952	May	-1.98
1952	Jun	0.24
1952	Jul	0.00
1952	Aug	-0.59
1952	Sep	-1.97
1952	Oct	-0.22
1952	Nov	-2.55
1952	Dec	-0.55
1953	Jan	-1.38
1953	Feb	0.14
1953	Mar	-0.15
1953	Apr	-2.11
1953	May	-1.51
1953	Jun	0.81
